"","Dataset","Model","FS_Method","RA","CLR","logRA","PA"
"280","CIR","RandomForest","MIFS100",0.780484848484848,0.739466666666667,0.78089696969697,0.666884848484849
"281","CIR","RandomForest","MIFS50",0.711618181818182,0.722472727272727,0.7586,0.688315151515151
"282","CIR","RandomForest","mRMR100",0.857454545454545,0.789563636363636,0.806854545454545,0.821490909090909
"283","CIR","RandomForest","mRMR50",0.844424242424242,0.799272727272727,0.808787878787879,0.81289696969697
"284","CIR","RandomForest","Relief100",0.801030303030303,0.789684848484848,0.800927272727273,0.798375757575758
"285","CIR","RandomForest","Relief50",0.806363636363636,0.77329696969697,0.817072727272727,0.766969696969697
"286","CIR","RandomForest","RF100",0.834290909090909,0.747472727272727,0.810024242424242,0.784969696969697
"287","CIR","RandomForest","RF50",0.828969696969697,0.747939393939394,0.803993939393939,0.79100606060606
"288","CIR","RandomForest","VAE",0.498036363636364,0.765115151515151,0.396606060606061,0.565454545454545
"289","CIR","SVM","AE100",0.501042424242424,0.760315151515152,0.762509090909091,0.78089696969697
"290","CIR","SVM","AE50",0.511272727272727,0.724824242424242,0.509260606060606,0.751721212121212
"291","CIR","SVM","LASSO",0.624266666666667,0.794787878787879,0.807430303030303,0.780884848484849
"292","CIR","SVM","MIFS100",0.697951515151515,0.727066666666667,0.750218181818182,0.700127272727273
"293","CIR","SVM","MIFS50",0.649593939393939,0.670084848484848,0.705660606060606,0.689030303030303
"294","CIR","SVM","mRMR100",0.730278787878788,0.798533333333333,0.778133333333333,0.818242424242424
"295","CIR","SVM","mRMR50",0.742109090909091,0.776436363636364,0.782048484848485,0.79609696969697
"296","CIR","SVM","Relief100",0.652666666666667,0.772812121212121,0.708266666666667,0.765806060606061
"297","CIR","SVM","Relief50",0.654666666666667,0.778339393939394,0.734230303030303,0.756715151515152
"298","CIR","SVM","RF100",0.705345454545455,0.752836363636364,0.778690909090909,0.784787878787879
"299","CIR","SVM","RF50",0.683939393939394,0.746860606060606,0.780715151515152,0.790036363636364
"300","CIR","SVM","VAE",0.513660606060606,0.673745454545455,0.709139393939394,0.531321212121212
"301","CRC1","Boosting","AE100",0.588823121095476,0.637841764652265,0.540315033339644,0.650336642757479
"302","CRC1","Boosting","AE50",0.620056000785287,0.646633754723993,0.597480651788281,0.607074125491681
"303","CRC1","Boosting","LASSO",0.657389221934751,0.682056687911487,0.635172083044109,0.646522194877404
"304","CRC1","Boosting","MIFS100",0.580335307068285,0.640796196966829,0.579203841596377,0.554317599545655
"305","CRC1","Boosting","MIFS50",0.555851780568351,0.629893789921682,0.559117961338634,0.560423956865302
"306","CRC1","Boosting","mRMR100",0.643064803713286,0.661523814532018,0.660593873358435,0.643275772491113
"307","CRC1","Boosting","mRMR50",0.635954190418095,0.660098974218745,0.668359447634673,0.633942975536905
"308","CRC1","Boosting","Relief100",0.657210793490531,0.671659017129074,0.660098777896973,0.634899255379567
"309","CRC1","Boosting","Relief50",0.644500536379125,0.669228869116482,0.64609696893208,0.622669415171466
"310","CRC1","Boosting","RF100",0.638359696542633,0.664283257258647,0.638359696542633,0.648175161089025
"311","CRC1","Boosting","RF50",0.635530075794227,0.660638852078557,0.635530075794227,0.63610128801105
"312","CRC1","Boosting","VAE",0.573619956108061,0.619413909397503,0.545687483785925,0.547337182642351
"313","CRC1","KNN","AE100",0.621123209440273,0.602419434453069,0.555533374701135,0.592112916570259
"314","CRC1","KNN","AE50",0.610092758531233,0.631706775905709,0.626134704781136,0.621797185587177
"315","CRC1","KNN","LASSO",0.595864166368678,0.62955641095756,0.633872681825512,0.626217927683473
"316","CRC1","KNN","MIFS100",0.55107924388072,0.606787443119272,0.570541420388016,0.530415174971779
"317","CRC1","KNN","MIFS50",0.558147381558374,0.609528778668237,0.565710825042244,0.518953538349355
"318","CRC1","KNN","mRMR100",0.583719305441619,0.640918175890284,0.650072653078395,0.63276619128752
"319","CRC1","KNN","mRMR50",0.574194453208809,0.658013458558578,0.653561893944174,0.634453573406814
"320","CRC1","KNN","Relief100",0.566904356239877,0.633680679133099,0.617959953864384,0.600799141793399
"321","CRC1","KNN","Relief50",0.582597564908886,0.634931406575377,0.617050230327507,0.606387689923785
"322","CRC1","KNN","RF100",0.60018446533869,0.629239021756659,0.642281609558066,0.622692731887564
"323","CRC1","KNN","RF50",0.577226250324282,0.637938544274065,0.628428917495776,0.619907763824909
"324","CRC1","KNN","VAE",0.542849091661233,0.633879458432371,0.535683487235579,0.576981591328187
"325","CRC1","LogisticRegression","AE100",0.617121410992617,0.667453783751569,0.560901285206453,0.670954425303072
"326","CRC1","LogisticRegression","AE50",0.596555373256768,0.681677204938895,0.585659963680472,0.665212195788898
"327","CRC1","LogisticRegression","LASSO",0.605758159623623,0.647012585627844,0.654662032070564,0.6535206523492
"328","CRC1","LogisticRegression","MIFS100",0.542442298927943,0.618885404177447,0.611205282457949,0.573175066433885
"329","CRC1","LogisticRegression","MIFS50",0.554695178898214,0.614396731242506,0.593771099331805,0.574665008448848
"330","CRC1","LogisticRegression","mRMR100",0.621012431375024,0.702202982688626,0.703111784214327,0.649425723761245
"331","CRC1","LogisticRegression","mRMR50",0.596955859153152,0.711208178204076,0.712017847752466,0.651848951431396
"332","CRC1","LogisticRegression","Relief100",0.589962909208192,0.684867868436367,0.662610083927557,0.655553732567678
"333","CRC1","LogisticRegression","Relief50",0.593146301788632,0.683046991018279,0.660126494324197,0.637529465794437
"334","CRC1","LogisticRegression","RF100",0.617876450502373,0.651718215154638,0.644081179052467,0.659048358259187
"335","CRC1","LogisticRegression","RF50",0.600199245563479,0.663920728073312,0.64632923161061,0.651678144478801
"336","CRC1","LogisticRegression","VAE",0.586759793301221,0.658378199869586,0.546199266597954,0.554617558177854
"337","CRC1","RandomForest","AE100",0.619255607440595,0.654610539674527,0.557014226316933,0.644588197555794
"338","CRC1","RandomForest","AE50",0.627099296747369,0.660098031173093,0.599507281434271,0.632548442397089
"339","CRC1","RandomForest","LASSO",0.678222337911838,0.6831815801098,0.688081645316674,0.673239544112801
"340","CRC1","RandomForest","MIFS100",0.593201366539759,0.679068057045498,0.597713058202394,0.560432738758826
"341","CRC1","RandomForest","MIFS50",0.582839496434656,0.672808165583391,0.580165769195712,0.555557129635473
"342","CRC1","RandomForest","mRMR100",0.687130284035534,0.691212819811671,0.694809003456665,0.671405134515471
"343","CRC1","RandomForest","mRMR50",0.669263923069912,0.699443073697791,0.696686460108117,0.664032876885215
"344","CRC1","RandomForest","Relief100",0.678275050307454,0.690044589582326,0.69021848860282,0.66739403181815
"345","CRC1","RandomForest","Relief50",0.684291436163872,0.695099731459863,0.672669951550592,0.651998152471901
"346","CRC1","RandomForest","RF100",0.680859675508158,0.690028547289007,0.680398778598122,0.67709635893229
"347","CRC1","RandomForest","RF50",0.67548435385597,0.688401516585684,0.676946779271225,0.663043327513795
"348","CRC1","RandomForest","VAE",0.603461510415571,0.650164422989279,0.538403781297547,0.577781406224803
"349","CRC1","SVM","AE100",0.656529623553003,0.657636236792102,0.546054275958296,0.649920093533301
"350","CRC1","SVM","AE50",0.649122445187663,0.689150855752578,0.582891518198327,0.663162845403616
"351","CRC1","SVM","LASSO",0.595185008729307,0.647217598143357,0.656586465717311,0.657819317361155
"352","CRC1","SVM","MIFS100",0.55050968637597,0.625641789893636,0.602511611030479,0.564288277486801
"353","CRC1","SVM","MIFS50",0.557428899967046,0.618442940479446,0.580963915357271,0.547514927466117
"354","CRC1","SVM","mRMR100",0.631141123801911,0.687359163669254,0.698256364681713,0.640580765374449
"355","CRC1","SVM","mRMR50",0.609232266184276,0.694543818318223,0.70226151111672,0.646380576765318
"356","CRC1","SVM","Relief100",0.570378305041964,0.66606512624191,0.665459617312776,0.646160657818164
"357","CRC1","SVM","Relief50",0.596172619423235,0.661015155339602,0.646058223428199,0.630130014093099
"358","CRC1","SVM","RF100",0.619812151616499,0.646687585452557,0.656179627409324,0.656652103798125
"359","CRC1","SVM","RF50",0.610329287702544,0.653153176556376,0.646668047930558,0.648617035821712
"360","CRC1","SVM","VAE",0.595637695182404,0.670477833168563,0.486749868534528,0.535434477608801
"361","CRC2","Boosting","AE100",0.747565656565656,0.710616161616161,0.69240404040404,0.707838383838384
"362","CRC2","Boosting","AE50",0.685060606060606,0.784929292929293,0.705525252525253,0.71040404040404
"363","CRC2","Boosting","LASSO",0.650814814814815,0.673218855218855,0.645737373737374,0.625097643097643
"364","CRC2","Boosting","MIFS100",0.624329966329966,0.659643097643098,0.629259259259259,0.610215488215488
"365","CRC2","Boosting","MIFS50",0.643272727272727,0.639784511784512,0.613245791245791,0.627673400673401
"366","CRC2","Boosting","mRMR100",0.631777777777778,0.662053872053872,0.668410774410774,0.670811447811448
"367","CRC2","Boosting","mRMR50",0.658491582491582,0.669461279461279,0.645851851851852,0.629316498316498
"368","CRC2","Boosting","Relief100",0.600942760942761,0.628498316498316,0.618410774410774,0.67576430976431
"369","CRC2","Boosting","Relief50",0.588249158249158,0.622518518518519,0.622612794612795,0.660414141414142
"370","CRC2","Boosting","RF100",0.701158249158249,0.672282828282828,0.632619528619529,0.634181818181818
"371","CRC2","Boosting","RF50",0.692707070707071,0.651023569023569,0.60250505050505,0.655771043771044
"372","CRC2","Boosting","VAE",0.557828282828283,0.617141414141414,0.615454545454545,0.664575757575757
"373","CRC2","KNN","AE100",0.719873737373737,0.713818181818182,0.690676767676768,0.642681818181818
"374","CRC2","KNN","AE50",0.702176767676768,0.807939393939394,0.63690404040404,0.722828282828283
"375","CRC2","KNN","LASSO",0.704316498316498,0.765454545454545,0.753043771043771,0.665861952861953
"376","CRC2","KNN","MIFS100",0.642744107744108,0.713205387205387,0.75162962962963,0.629087542087542
"377","CRC2","KNN","MIFS50",0.616545454545455,0.715824915824916,0.717646464646465,0.638006734006734
"378","CRC2","KNN","mRMR100",0.719501683501683,0.767457912457912,0.738208754208754,0.747387205387205
"379","CRC2","KNN","mRMR50",0.702700336700337,0.756400673400674,0.74162962962963,0.726111111111111
"380","CRC2","KNN","Relief100",0.754410774410774,0.741720538720539,0.730468013468014,0.739700336700337
"381","CRC2","KNN","Relief50",0.736868686868687,0.737784511784512,0.743723905723906,0.706801346801347
"382","CRC2","KNN","RF100",0.743457912457912,0.759299663299663,0.772185185185185,0.751127946127946
"383","CRC2","KNN","RF50",0.737484848484849,0.746292929292929,0.721427609427609,0.725417508417509
"384","CRC2","KNN","VAE",0.669464646464646,0.655015151515152,0.549757575757576,0.580459595959596
"385","CRC2","LogisticRegression","AE100",0.748060606060606,0.786232323232323,0.758707070707071,0.771919191919192
"386","CRC2","LogisticRegression","AE50",0.741565656565657,0.820616161616162,0.689747474747475,0.784464646464646
"387","CRC2","LogisticRegression","LASSO",0.728464646464646,0.760565656565657,0.782161616161616,0.683771043771044
"388","CRC2","LogisticRegression","MIFS100",0.671548821548822,0.755016835016835,0.756747474747475,0.687979797979798
"389","CRC2","LogisticRegression","MIFS50",0.644619528619529,0.740309764309764,0.724707070707071,0.696851851851852
"390","CRC2","LogisticRegression","mRMR100",0.746323232323232,0.757494949494949,0.781037037037037,0.746444444444444
"391","CRC2","LogisticRegression","mRMR50",0.723676767676768,0.750410774410774,0.766713804713805,0.754828282828283
"392","CRC2","LogisticRegression","Relief100",0.710606060606061,0.745245791245791,0.751616161616162,0.782215488215488
"393","CRC2","LogisticRegression","Relief50",0.71986531986532,0.724936026936027,0.740262626262626,0.75396632996633
"394","CRC2","LogisticRegression","RF100",0.750053872053872,0.779986531986532,0.776700336700337,0.747973063973064
"395","CRC2","LogisticRegression","RF50",0.742518518518519,0.745050505050505,0.742727272727273,0.729117845117845
"396","CRC2","LogisticRegression","VAE",0.616282828282828,0.718848484848485,0.547707070707071,0.662929292929293
"397","CRC2","RandomForest","AE100",0.761787878787879,0.751909090909091,0.748919191919192,0.741828282828283
"398","CRC2","RandomForest","AE50",0.730686868686869,0.812939393939394,0.708484848484849,0.72959595959596
"399","CRC2","RandomForest","LASSO",0.729208754208754,0.702296296296296,0.696498316498317,0.723094276094276
"400","CRC2","RandomForest","MIFS100",0.705441077441077,0.689589225589226,0.665454545454546,0.695558922558923
"401","CRC2","RandomForest","MIFS50",0.67579797979798,0.675845117845118,0.662023569023569,0.657164983164983
"402","CRC2","RandomForest","mRMR100",0.76659595959596,0.710286195286195,0.687057239057239,0.789195286195286
"403","CRC2","RandomForest","mRMR50",0.757090909090909,0.721272727272727,0.673585858585859,0.749656565656566
"404","CRC2","RandomForest","Relief100",0.766228956228956,0.697478114478114,0.702006734006734,0.80956228956229
"405","CRC2","RandomForest","Relief50",0.764242424242424,0.703845117845118,0.698680134680135,0.766006734006734
"406","CRC2","RandomForest","RF100",0.793737373737374,0.704329966329966,0.686259259259259,0.792579124579125
"407","CRC2","RandomForest","RF50",0.773063973063973,0.694350168350168,0.669158249158249,0.765299663299663
"408","CRC2","RandomForest","VAE",0.618919191919192,0.678888888888889,0.607353535353535,0.650656565656566
"409","CRC2","SVM","AE100",0.717121212121212,0.763606060606061,0.718343434343434,0.705040404040404
"410","CRC2","SVM","AE50",0.740015151515152,0.756484848484849,0.717717171717172,0.735666666666667
"411","CRC2","SVM","LASSO",0.722996632996633,0.691808080808081,0.73189898989899,0.652262626262626
"412","CRC2","SVM","MIFS100",0.64496632996633,0.739616161616162,0.674323232323232,0.664737373737374
"413","CRC2","SVM","MIFS50",0.610215488215488,0.736478114478115,0.691245791245791,0.648616161616162
"414","CRC2","SVM","mRMR100",0.670808080808081,0.681646464646465,0.67640404040404,0.755023569023569
"415","CRC2","SVM","mRMR50",0.646902356902357,0.696023569023569,0.669727272727273,0.69483164983165
"416","CRC2","SVM","Relief100",0.722020202020202,0.75216835016835,0.730367003367003,0.828107744107744
"417","CRC2","SVM","Relief50",0.745757575757576,0.755905723905724,0.692074074074074,0.708323232323232
"418","CRC2","SVM","RF100",0.746632996632997,0.76896632996633,0.698673400673401,0.719508417508417
"419","CRC2","SVM","RF50",0.71586531986532,0.734161616161616,0.692094276094276,0.697808080808081
"420","CRC2","SVM","VAE",0.606535353535353,0.662070707070707,0.471313131313131,0.638545454545454
"421","HIV","Boosting","AE100",0.740713210420984,0.740343942050546,0.641868834457964,0.689244460974443
"422","HIV","Boosting","AE50",0.705453659918885,0.692185147795902,0.561200432141402,0.673859341515683
"423","HIV","Boosting","LASSO",0.593180135664063,0.761817561943219,0.754017055416822,0.694786851566513
"424","HIV","Boosting","MIFS100",0.638457485432938,0.657035049501443,0.653828701981829,0.593214937215522
"425","HIV","Boosting","MIFS50",0.609791987673344,0.622607459752404,0.639747622336752,0.56804371889556
"426","HIV","Boosting","mRMR100",0.591384446451659,0.708622770663975,0.711021288277279,0.639187565308255
"427","HIV","Boosting","mRMR50",0.566320555053752,0.724909763916193,0.68540867470733,0.651802596390557
"428","HIV","Boosting","Relief100",0.664180525299754,0.666593742805023,0.479945451003312,0.646634610275756
"429","HIV","Boosting","Relief50",0.668574110479429,0.661965136461045,0.489497414235871,0.620637010077396
"430","HIV","Boosting","RF100",0.703475727467545,0.664125799195934,0.658644244903742,0.683866647184882
"431","HIV","Boosting","RF50",0.668458016754335,0.638455980022316,0.656076102934665,0.623690381311655
"432","HIV","Boosting","VAE",0.607955475266989,0.638245222535112,0.490328533730053,0.591361068310221
"433","HIV","KNN","AE100",0.669276871579619,0.676393301808264,0.651583249207446,0.711466358500257
"434","HIV","KNN","AE50",0.718810814161486,0.674304500292227,0.503974284044418,0.709042913058109
"435","HIV","KNN","LASSO",0.577674494801906,0.717331261179888,0.76020265483591,0.712199714857517
"436","HIV","KNN","MIFS100",0.654058188548253,0.676046924534651,0.665594504365691,0.656831641960222
"437","HIV","KNN","MIFS50",0.654314551121974,0.668417149283602,0.685379673414448,0.624938233887679
"438","HIV","KNN","mRMR100",0.556694029718577,0.65580300373696,0.692884720967713,0.662613968439509
"439","HIV","KNN","mRMR50",0.571903148964809,0.666720772895525,0.700308697731258,0.665838336609815
"440","HIV","KNN","Relief100",0.668035483413917,0.648308095567009,0.47913642562386,0.655967801923383
"441","HIV","KNN","Relief50",0.679487673343605,0.659110745089705,0.488202451162708,0.660752749588226
"442","HIV","KNN","RF100",0.580549076386306,0.663769858137187,0.624565113437118,0.639075235109718
"443","HIV","KNN","RF50",0.583425827533075,0.649135230150718,0.647813745284523,0.628626268529834
"444","HIV","KNN","VAE",0.602631280661672,0.643093441722898,0.485931849175566,0.654349308396649
"445","HIV","LogisticRegression","AE100",0.715096966154827,0.740448789472752,0.668028443405416,0.724509147583373
"446","HIV","LogisticRegression","AE50",0.650589589642775,0.707906416591396,0.668733506898323,0.69290632803783
"447","HIV","LogisticRegression","LASSO",0.654715787329756,0.83362972211891,0.801954642863468,0.70572383684891
"448","HIV","LogisticRegression","MIFS100",0.679428431007917,0.729947044967501,0.71949285372722,0.673565166569258
"449","HIV","LogisticRegression","MIFS50",0.695119237376689,0.719359049288915,0.717825390078458,0.647089554221349
"450","HIV","LogisticRegression","mRMR100",0.670447815383525,0.727022740555762,0.731529142978588,0.690908116819864
"451","HIV","LogisticRegression","mRMR50",0.667564909763916,0.736391176522678,0.732562828755114,0.705004073464038
"452","HIV","LogisticRegression","Relief100",0.718189788002763,0.693568088836937,0.543795095903512,0.699298921417565
"453","HIV","LogisticRegression","Relief50",0.725889963338824,0.698679666330163,0.531420664860174,0.702345916795069
"454","HIV","LogisticRegression","RF100",0.673277898800985,0.687251917184705,0.709857694419354,0.705625232453111
"455","HIV","LogisticRegression","RF50",0.659496705807343,0.686603882188336,0.704564139347892,0.690676416414289
"456","HIV","LogisticRegression","VAE",0.608839239856189,0.609156970051184,0.478398065990117,0.480855250340931
"457","HIV","RandomForest","AE100",0.712964507730726,0.693152506951455,0.627183996599543,0.681620707365886
"458","HIV","RandomForest","AE50",0.704211519047872,0.675957795370419,0.553412057453554,0.694214441315552
"459","HIV","RandomForest","LASSO",0.687173724385881,0.734644324601952,0.763296937817686,0.747356808883694
"460","HIV","RandomForest","MIFS100",0.705571746099215,0.689278155606326,0.692654924463808,0.667422692736837
"461","HIV","RandomForest","MIFS50",0.686550130173742,0.701526220710908,0.69092077997981,0.657902210297009
"462","HIV","RandomForest","mRMR100",0.696112941218143,0.712890122735243,0.7066162354108,0.708403866248694
"463","HIV","RandomForest","mRMR50",0.692162079591945,0.728102208525937,0.711561730690895,0.712255857818394
"464","HIV","RandomForest","Relief100",0.745840417618618,0.690580424348688,0.508661601402689,0.721289472752068
"465","HIV","RandomForest","Relief50",0.737711200255034,0.682192453465101,0.513697996918336,0.714536776295981
"466","HIV","RandomForest","RF100",0.710435860652109,0.678639772948657,0.703239776490799,0.709516940297186
"467","HIV","RandomForest","RF50",0.698933947895082,0.673416130917592,0.700196367532721,0.70836503550998
"468","HIV","RandomForest","VAE",0.522601969431309,0.667470910153552,0.544385615358731,0.679860616687034
"469","HIV","SVM","AE100",0.73196783734481,0.684013247613481,0.599196464941643,0.667571684111719
"470","HIV","SVM","AE50",0.669147583373182,0.665937516603794,0.563455537254485,0.585692754547226
"471","HIV","SVM","LASSO",0.634680365903335,0.797630572233144,0.805775463577918,0.707971769123143
"472","HIV","SVM","MIFS100",0.622175893948249,0.710556382055505,0.685259550502099,0.612711775853214
"473","HIV","SVM","MIFS50",0.582437126968103,0.683392221454758,0.656905052866479,0.574778483254521
"474","HIV","SVM","mRMR100",0.670858438269309,0.694817136886102,0.733540017356499,0.671585994367993
"475","HIV","SVM","mRMR50",0.656936799319909,0.69368298708889,0.714787471441475,0.675
"476","HIV","SVM","Relief100",0.66425978074137,0.664886828542585,0.484104812000779,0.679530931760622
"477","HIV","SVM","Relief50",0.649775959477888,0.642072419106317,0.520443919026619,0.671338265766962
"478","HIV","SVM","RF100",0.652622779519331,0.67713449515612,0.699638612896941,0.697662451516922
"479","HIV","SVM","RF50",0.654624665710288,0.672968404087633,0.670256539680853,0.682981554292191
"480","HIV","SVM","VAE",0.569518622814941,0.581490710730921,0.485825762003436,0.56786461930822
"481","IBD1","Boosting","AE100",0.624681318681319,0.723340659340659,0.582681318681319,0.58967032967033
"482","IBD1","Boosting","AE50",0.654901098901099,0.787208791208791,0.652461538461538,0.712857142857143
"483","IBD1","Boosting","LASSO",0.61889010989011,0.778098901098901,0.787,0.744318681318681
"484","IBD1","Boosting","MIFS100",0.636989010989011,0.722285714285714,0.718989010989011,0.746604395604396
"485","IBD1","Boosting","MIFS50",0.66271978021978,0.713840659340659,0.682120879120879,0.671401098901099
"486","IBD1","Boosting","mRMR100",0.72389010989011,0.784285714285714,0.773769230769231,0.79056043956044
"487","IBD1","Boosting","mRMR50",0.68271978021978,0.790912087912088,0.772153846153846,0.800263736263736
"488","IBD1","Boosting","Relief100",0.693351648351648,0.769010989010989,0.767912087912088,0.796637362637363
"489","IBD1","Boosting","Relief50",0.728351648351648,0.762384615384615,0.775285714285714,0.783593406593407
"490","IBD1","Boosting","RF100",0.750010989010989,0.771087912087912,0.747307692307692,0.780571428571428
"491","IBD1","Boosting","RF50",0.760648351648352,0.744285714285714,0.776989010989011,0.788521978021978
"492","IBD1","Boosting","VAE",0.647736263736264,0.697648351648352,0.62443956043956,0.651824175824176
"493","IBD1","KNN","AE100",0.68056043956044,0.724,0.582835164835165,0.706967032967033
"494","IBD1","KNN","AE50",0.68878021978022,0.725164835164835,0.64978021978022,0.691032967032967
"495","IBD1","KNN","LASSO",0.663813186813187,0.806247252747253,0.787153846153846,0.762423076923077
"496","IBD1","KNN","MIFS100",0.637549450549451,0.712708791208791,0.683703296703297,0.745736263736264
"497","IBD1","KNN","MIFS50",0.640153846153846,0.711774725274725,0.619324175824176,0.728576923076923
"498","IBD1","KNN","mRMR100",0.683247252747253,0.755807692307692,0.740225274725275,0.737785714285714
"499","IBD1","KNN","mRMR50",0.652615384615385,0.73132967032967,0.776758241758242,0.744120879120879
"500","IBD1","KNN","Relief100",0.633214285714286,0.722197802197802,0.660120879120879,0.74878021978022
"501","IBD1","KNN","Relief50",0.630357142857143,0.714565934065934,0.689884615384616,0.762917582417582
"502","IBD1","KNN","RF100",0.642203296703297,0.735071428571428,0.720104395604396,0.693576923076923
"503","IBD1","KNN","RF50",0.621252747252747,0.713087912087912,0.714857142857143,0.703675824175824
"504","IBD1","KNN","VAE",0.545835164835165,0.639824175824176,0.581263736263736,0.612395604395604
"505","IBD1","LogisticRegression","AE100",0.65,0.807714285714286,0.71145054945055,0.824153846153846
"506","IBD1","LogisticRegression","AE50",0.686813186813187,0.791076923076923,0.695164835164835,0.764527472527473
"507","IBD1","LogisticRegression","LASSO",0.726,0.865252747252747,0.833263736263736,0.795
"508","IBD1","LogisticRegression","MIFS100",0.682967032967033,0.761857142857143,0.764747252747253,0.76143956043956
"509","IBD1","LogisticRegression","MIFS50",0.670967032967033,0.751230769230769,0.684307692307692,0.762813186813187
"510","IBD1","LogisticRegression","mRMR100",0.743351648351648,0.822549450549451,0.787593406593406,0.810527472527472
"511","IBD1","LogisticRegression","mRMR50",0.76432967032967,0.818010989010989,0.775164835164835,0.805967032967033
"512","IBD1","LogisticRegression","Relief100",0.731703296703297,0.795956043956044,0.751142857142857,0.798461538461539
"513","IBD1","LogisticRegression","Relief50",0.758681318681319,0.806527472527473,0.727186813186813,0.797120879120879
"514","IBD1","LogisticRegression","RF100",0.667681318681319,0.784879120879121,0.780197802197802,0.805681318681319
"515","IBD1","LogisticRegression","RF50",0.705725274725275,0.794373626373626,0.726340659340659,0.814758241758242
"516","IBD1","LogisticRegression","VAE",0.581318681318681,0.714813186813187,0.668395604395604,0.654087912087912
"517","IBD1","RandomForest","AE100",0.684593406593407,0.683494505494506,0.655186813186813,0.706945054945055
"518","IBD1","RandomForest","AE50",0.720582417582418,0.744769230769231,0.689626373626374,0.726582417582418
"519","IBD1","RandomForest","LASSO",0.714087912087912,0.809791208791209,0.78810989010989,0.797032967032967
"520","IBD1","RandomForest","MIFS100",0.761131868131868,0.744538461538462,0.723076923076923,0.782648351648352
"521","IBD1","RandomForest","MIFS50",0.722489010989011,0.734505494505494,0.711802197802198,0.745873626373626
"522","IBD1","RandomForest","mRMR100",0.790703296703297,0.785208791208791,0.763648351648352,0.810087912087912
"523","IBD1","RandomForest","mRMR50",0.726098901098901,0.778895604395604,0.764010989010989,0.805395604395604
"524","IBD1","RandomForest","Relief100",0.764505494505494,0.776307692307692,0.759681318681319,0.80789010989011
"525","IBD1","RandomForest","Relief50",0.762472527472527,0.787302197802198,0.756087912087912,0.803384615384615
"526","IBD1","RandomForest","RF100",0.779263736263736,0.757527472527473,0.760692307692308,0.812659340659341
"527","IBD1","RandomForest","RF50",0.774494505494505,0.757098901098901,0.760879120879121,0.80128021978022
"528","IBD1","RandomForest","VAE",0.593142857142857,0.696879120879121,0.587054945054945,0.697428571428572
"529","IBD1","SVM","AE100",0.661934065934066,0.765912087912088,0.677912087912088,0.752846153846154
"530","IBD1","SVM","AE50",0.69810989010989,0.697098901098901,0.662659340659341,0.695494505494506
"531","IBD1","SVM","LASSO",0.680978021978022,0.852098901098901,0.826197802197802,0.80256043956044
"532","IBD1","SVM","MIFS100",0.626131868131868,0.745538461538461,0.737901098901099,0.751571428571429
"533","IBD1","SVM","MIFS50",0.662274725274725,0.760648351648352,0.686362637362637,0.734461538461538
"534","IBD1","SVM","mRMR100",0.732659340659341,0.786208791208791,0.80167032967033,0.816241758241758
"535","IBD1","SVM","mRMR50",0.755274725274725,0.79356043956044,0.800164835164835,0.804912087912088
"536","IBD1","SVM","Relief100",0.750989010989011,0.745802197802198,0.773549450549451,0.80078021978022
"537","IBD1","SVM","Relief50",0.760824175824176,0.754274725274725,0.749802197802198,0.793879120879121
"538","IBD1","SVM","RF100",0.685461538461538,0.793428571428571,0.783835164835165,0.81621978021978
"539","IBD1","SVM","RF50",0.69278021978022,0.785428571428571,0.769912087912088,0.804637362637363
"540","IBD1","SVM","VAE",0.498923076923077,0.684989010989011,0.614945054945055,0.651252747252747
"541","IBD2","Boosting","AE100",0.585242979242979,0.682625152625153,0.498542124542124,0.707455433455433
"542","IBD2","Boosting","AE50",0.62149938949939,0.64789010989011,0.601931623931624,0.652273504273504
"543","IBD2","Boosting","LASSO",0.643579975579976,0.643545787545788,0.64223199023199,0.642774114774115
"544","IBD2","Boosting","MIFS100",0.644781440781441,0.643355311355311,0.598800976800977,0.653152625152625
"545","IBD2","Boosting","MIFS50",0.614053724053724,0.670945054945055,0.589076923076923,0.638100122100122
"546","IBD2","Boosting","mRMR100",0.688732600732601,0.626422466422466,0.631098901098901,0.609484737484737
"547","IBD2","Boosting","mRMR50",0.670964590964591,0.613113553113553,0.631155067155067,0.598449328449328
"548","IBD2","Boosting","Relief100",0.653235653235653,0.591059829059829,0.597318681318681,0.61793894993895
"549","IBD2","Boosting","Relief50",0.67965811965812,0.589455433455433,0.58591452991453,0.604200244200244
"550","IBD2","Boosting","RF100",0.674246642246642,0.645333333333333,0.617421245421245,0.639047619047619
"551","IBD2","Boosting","RF50",0.680078144078144,0.647047619047619,0.649509157509157,0.63367032967033
"552","IBD2","Boosting","VAE",0.561982905982906,0.58749938949939,0.549931623931624,0.670586080586081
"553","IBD2","KNN","AE100",0.522494505494506,0.576667887667888,0.626766788766789,0.685098901098901
"554","IBD2","KNN","AE50",0.550245421245421,0.629177045177045,0.538711843711844,0.684428571428571
"555","IBD2","KNN","LASSO",0.614874236874237,0.663230769230769,0.651142857142857,0.667367521367521
"556","IBD2","KNN","MIFS100",0.608053724053724,0.677443223443224,0.652417582417583,0.6698778998779
"557","IBD2","KNN","MIFS50",0.586197802197802,0.646126984126984,0.6638778998779,0.654844932844933
"558","IBD2","KNN","mRMR100",0.615565323565324,0.707445665445666,0.658512820512821,0.647496947496948
"559","IBD2","KNN","mRMR50",0.644932844932845,0.689545787545788,0.670029304029304,0.60840293040293
